,row_id,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,customer_name,segment,city,country,state,region,postal_code,product_name,sub-category,category
6995,289,CA-2016-112697,12/18/2016,12/20/2016,Second Class,AH-10195,OFF-SU-10000646,961.48,5,0.2,-204.3145,Alan Haines,Corporate,Tamarac,United States,Florida,South,33319,Premier Automatic Letter Opener,Supplies,Office Supplies
7014,290,CA-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,OFF-FA-10002983,19.096,7,0.2,6.6836,Nick Zandusky,Home Office,Columbus,United States,Ohio,East,43229,Advantus SlideClip Paper Clips,Fasteners,Office Supplies
4398,291,CA-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,OFF-LA-10004689,18.496,8,0.2,6.2424,Nick Zandusky,Home Office,Columbus,United States,Ohio,East,43229,Avery 512,Labels,Office Supplies
4483,292,CA-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,TEC-AC-10002001,255.984,2,0.2,54.3966,Nick Zandusky,Home Office,Columbus,United States,Ohio,East,43229,Logitech Wireless Gaming Headset G930,Accessories,Technology
5763,293,CA-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,FUR-BO-10004709,86.97,3,0.5,-48.7032,Nick Zandusky,Home Office,Columbus,United States,Ohio,East,43229,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Bookcases,Furniture
2609,294,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,FUR-FU-10004091,300.416,8,0.2,78.8592,Kelly Lampkin,Corporate,Colorado Springs,United States,Colorado,West,80906,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furnishings,Furniture
3770,295,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,FUR-CH-10001891,230.352,3,0.2,20.1558,Kelly Lampkin,Corporate,Colorado Springs,United States,Colorado,West,80906,Global Deluxe Office Fabric Chairs,Chairs,Furniture
6499,296,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,FUR-FU-10002918,218.352,3,0.2,-24.5646,Kelly Lampkin,Corporate,Colorado Springs,United States,Colorado,West,80906,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furnishings,Furniture
7038,297,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,OFF-BI-10004593,78.6,5,0.7,-62.88,Kelly Lampkin,Corporate,Colorado Springs,United States,Colorado,West,80906,Ibico Laser Imprintable Binding System Covers,Binders,Office Supplies
7046,298,CA-2014-111451,12/26/2014,12/28/2014,First Class,KL-16555,OFF-FA-10004854,27.552,3,0.2,9.2988,Kelly Lampkin,Corporate,Colorado Springs,United States,Colorado,West,80906,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Fasteners,Office Supplies
4701,299,CA-2016-142545,10/28/2016,11/3/2016,Standard Class,JD-15895,OFF-PA-10002105,32.4,5,0.0,15.552,Jonathan Doherty,Corporate,Philadelphia,United States,Pennsylvania,East,19140,Xerox 223,Paper,Office Supplies
4704,300,CA-2016-142545,10/28/2016,11/3/2016,Standard Class,JD-15895,OFF-ST-10002756,1082.48,8,0.0,10.8248,Jonathan Doherty,Corporate,Philadelphia,United States,Pennsylvania,East,19140,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Storage,Office Supplies
1081,301,CA-2016-142545,10/28/2016,11/3/2016,Standard Class,JD-15895,OFF-PA-10004243,56.91,3,0.0,27.3168,Jonathan Doherty,Corporate,Philadelphia,United States,Pennsylvania,East,19140,Xerox 1939,Paper,Office Supplies
4711,302,CA-2016-142545,10/28/2016,11/3/2016,Standard Class,JD-15895,FUR-FU-10001861,77.6,4,0.0,38.024,Jonathan Doherty,Corporate,Philadelphia,United States,Pennsylvania,East,19140,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furnishings,Furniture
4717,303,CA-2016-142545,10/28/2016,11/3/2016,Standard Class,JD-15895,OFF-BI-10002706,14.28,1,0.0,6.5688,Jonathan Doherty,Corporate,Philadelphia,United States,Pennsylvania,East,19140,Avery Premier Heavy-Duty Binder with Round Locking Rings,Binders,Office Supplies
3663,304,US-2017-152380,11/19/2017,11/23/2017,Standard Class,JH-15910,FUR-TA-10002533,219.075,3,0.5,-131.445,Jonathan Howell,Consumer,Los Angeles,United States,California,West,90032,BPI Conference Tables,Tables,Furniture
7098,305,CA-2015-144253,5/4/2015,5/9/2015,Second Class,AS-10225,FUR-FU-10002671,26.8,2,0.0,12.864,Alan Schoenberger,Corporate,New York City,United States,New York,East,10024,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furnishings,Furniture
2912,306,CA-2014-130960,12/30/2014,1/4/2015,Standard Class,KB-16600,OFF-AR-10003651,9.84,3,0.0,2.8536,Ken Brennan,Corporate,Houston,United States,Texas,Central,77041,Newell 350,Art,Office Supplies
7131,307,CA-2014-111003,6/1/2014,6/6/2014,Standard Class,CR-12625,OFF-BI-10001072,45.48,3,0.0,20.9208,Corey Roper,Home Office,Lakewood,United States,New Jersey,East,8701,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Binders,Office Supplies
5536,308,CA-2014-111003,6/1/2014,6/6/2014,Standard Class,CR-12625,OFF-AR-10002135,289.2,6,0.0,83.868,Corey Roper,Home Office,Lakewood,United States,New Jersey,East,8701,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Art,Office Supplies
6370,309,CA-2017-126774,4/15/2017,4/17/2017,First Class,SH-20395,OFF-AR-10002804,4.89,1,0.0,2.0049,Shahid Hopkins,Consumer,Arlington,United States,Virginia,South,22204,Faber Castell Col-Erase Pencils,Art,Office Supplies
7169,310,CA-2016-142902,9/12/2016,9/14/2016,Second Class,BP-11185,FUR-FU-10001918,15.136,4,0.2,3.5948,Ben Peterman,Corporate,Arvada,United States,Colorado,West,80004,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furnishings,Furniture
7177,311,CA-2016-142902,9/12/2016,9/14/2016,Second Class,BP-11185,FUR-CH-10004086,466.768,2,0.2,52.5114,Ben Peterman,Corporate,Arvada,United States,Colorado,West,80004,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Chairs,Furniture
4541,312,CA-2016-142902,9/12/2016,9/14/2016,Second Class,BP-11185,FUR-FU-10001756,15.232,1,0.2,1.7136,Ben Peterman,Corporate,Arvada,United States,Colorado,West,80004,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furnishings,Furniture
2034,313,CA-2016-142902,9/12/2016,9/14/2016,Second Class,BP-11185,OFF-LA-10000634,6.263999999999999,3,0.2,2.0358,Ben Peterman,Corporate,Arvada,United States,Colorado,West,80004,Avery 509,Labels,Office Supplies
5951,314,CA-2014-120887,9/27/2014,10/3/2014,Standard Class,TS-21205,FUR-FU-10001588,87.54,3,0.0,37.6422,Thomas Seio,Corporate,Hackensack,United States,New Jersey,East,7601,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furnishings,Furniture
7252,315,CA-2014-167850,8/9/2014,8/16/2014,Standard Class,AG-10525,TEC-PH-10002398,178.384,2,0.2,22.298,Andy Gerbode,Corporate,Saint Petersburg,United States,Florida,South,33710,AT&T 1070 Corded Phone,Phones,Technology
4402,316,CA-2014-167850,8/9/2014,8/16/2014,Standard Class,AG-10525,OFF-PA-10001937,15.552,3,0.2,5.4432,Andy Gerbode,Corporate,Saint Petersburg,United States,Florida,South,33710,Xerox 21,Paper,Office Supplies
6327,317,CA-2014-164259,12/28/2014,12/30/2014,First Class,SP-20860,OFF-AR-10003373,99.136,4,0.2,8.6744,Sung Pak,Corporate,Philadelphia,United States,Pennsylvania,East,19143,"Boston School Pro Electric Pencil Sharpener, 1670",Art,Office Supplies
2500,318,CA-2014-164973,11/4/2014,11/9/2014,Standard Class,NM-18445,FUR-CH-10002602,135.882,1,0.1,24.1568,Nathan Mautz,Home Office,New York City,United States,New York,East,10024,DMI Arturo Collection Mission-style Design Wood Chair,Chairs,Furniture
7319,319,CA-2014-164973,11/4/2014,11/9/2014,Standard Class,NM-18445,TEC-MA-10002927,3991.98,2,0.0,1995.99,Nathan Mautz,Home Office,New York City,United States,New York,East,10024,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,Machines,Technology
1714,320,CA-2014-164973,11/4/2014,11/9/2014,Standard Class,NM-18445,TEC-PH-10004093,275.94,6,0.0,80.0226,Nathan Mautz,Home Office,New York City,United States,New York,East,10024,Panasonic Kx-TS550,Phones,Technology
5640,321,CA-2014-164973,11/4/2014,11/9/2014,Standard Class,NM-18445,TEC-AC-10000892,360.0,4,0.0,129.6,Nathan Mautz,Home Office,New York City,United States,New York,East,10024,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Accessories,Technology
4499,322,CA-2014-164973,11/4/2014,11/9/2014,Standard Class,NM-18445,OFF-ST-10002974,43.57,1,0.0,13.071,Nathan Mautz,Home Office,New York City,United States,New York,East,10024,"Trav-L-File Heavy-Duty Shuttle II, Black",Storage,Office Supplies
7344,323,CA-2014-156601,9/19/2014,9/24/2014,Standard Class,FA-14230,OFF-FA-10000624,7.16,2,0.0,3.58,Frank Atkinson,Corporate,Long Beach,United States,California,West,90805,OIC Binder Clips,Fasteners,Office Supplies
7039,324,CA-2016-162138,4/23/2016,4/27/2016,Standard Class,GK-14620,OFF-BI-10004593,251.52,6,0.2,81.744,Grace Kelly,Corporate,Hesperia,United States,California,West,92345,Ibico Laser Imprintable Binding System Covers,Binders,Office Supplies
7202,325,CA-2016-162138,4/23/2016,4/27/2016,Standard Class,GK-14620,TEC-AC-10001908,99.99,1,0.0,34.9965,Grace Kelly,Corporate,Hesperia,United States,California,West,92345,Logitech Wireless Headset h800,Accessories,Technology
2727,326,CA-2017-153339,11/3/2017,11/5/2017,Second Class,DJ-13510,FUR-FU-10001967,15.992,1,0.2,0.9995,Don Jones,Corporate,Murfreesboro,United States,Tennessee,South,37130,Telescoping Adjustable Floor Lamp,Furnishings,Furniture
5244,327,US-2016-141544,8/30/2016,9/1/2016,First Class,PO-18850,TEC-PH-10003645,290.898,3,0.4,-67.8762,Patrick O'Brill,Consumer,Philadelphia,United States,Pennsylvania,East,19143,Aastra 57i VoIP phone,Phones,Technology
4386,328,US-2016-141544,8/30/2016,9/1/2016,First Class,PO-18850,OFF-ST-10000675,54.224,2,0.2,3.389,Patrick O'Brill,Consumer,Philadelphia,United States,Pennsylvania,East,19143,"File Shuttle II and Handi-File, Black",Storage,Office Supplies
2485,329,US-2016-141544,8/30/2016,9/1/2016,First Class,PO-18850,FUR-CH-10003312,786.7439999999999,4,0.3,-258.5016,Patrick O'Brill,Consumer,Philadelphia,United States,Pennsylvania,East,19143,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,Chairs,Furniture
6608,330,US-2016-141544,8/30/2016,9/1/2016,First Class,PO-18850,OFF-LA-10001074,100.24,10,0.2,33.831,Patrick O'Brill,Consumer,Philadelphia,United States,Pennsylvania,East,19143,Round Specialty Laser Printer Labels,Labels,Office Supplies
5598,331,US-2016-141544,8/30/2016,9/1/2016,First Class,PO-18850,OFF-BI-10001524,37.764,6,0.7,-27.6936,Patrick O'Brill,Consumer,Philadelphia,United States,Pennsylvania,East,19143,GBC Premium Transparent Covers with Diagonal Lined Pattern,Binders,Office Supplies
6600,332,US-2016-150147,4/25/2016,4/29/2016,Second Class,JL-15850,TEC-PH-10004614,82.8,2,0.4,-20.7,John Lucas,Consumer,Philadelphia,United States,Pennsylvania,East,19134,AT&T 841000 Phone,Phones,Technology
7459,333,US-2016-150147,4/25/2016,4/29/2016,Second Class,JL-15850,OFF-BI-10001153,20.724,2,0.7,-13.816,John Lucas,Consumer,Philadelphia,United States,Pennsylvania,East,19134,Ibico Recycled Grain-Textured Covers,Binders,Office Supplies
2675,334,US-2016-150147,4/25/2016,4/29/2016,Second Class,JL-15850,OFF-BI-10001982,4.896,3,0.7,-3.4272,John Lucas,Consumer,Philadelphia,United States,Pennsylvania,East,19134,Wilson Jones Custom Binder Spines & Labels,Binders,Office Supplies
6513,335,CA-2015-137946,9/1/2015,9/4/2015,Second Class,DB-13615,OFF-BI-10001922,4.752,1,0.2,1.6038,Doug Bickford,Consumer,Los Angeles,United States,California,West,90045,Storex Dura Pro Binders,Binders,Office Supplies
5618,336,CA-2015-137946,9/1/2015,9/4/2015,Second Class,DB-13615,TEC-CO-10001449,959.984,2,0.2,335.9944,Doug Bickford,Consumer,Los Angeles,United States,California,West,90045,Hewlett Packard LaserJet 3310 Copier,Copiers,Technology
4940,337,CA-2015-137946,9/1/2015,9/4/2015,Second Class,DB-13615,OFF-BI-10004140,14.368,4,0.2,4.49,Doug Bickford,Consumer,Los Angeles,United States,California,West,90045,Avery Non-Stick Binders,Binders,Office Supplies
7494,338,CA-2014-129924,7/12/2014,7/17/2014,Standard Class,AC-10420,OFF-BI-10003314,7.712000000000001,2,0.2,2.7956,Alyssa Crouse,Corporate,San Francisco,United States,California,West,94122,Tuff Stuff Recycled Round Ring Binders,Binders,Office Supplies
7067,339,CA-2014-129924,7/12/2014,7/17/2014,Standard Class,AC-10420,FUR-TA-10004575,698.352,3,0.2,-17.4588,Alyssa Crouse,Corporate,San Francisco,United States,California,West,94122,Hon 5100 Series Wood Tables,Tables,Furniture
938,340,CA-2015-128167,6/22/2015,6/26/2015,Second Class,KL-16645,OFF-FA-10000490,4.96,4,0.0,2.3312,Ken Lonsdale,Consumer,Chicago,United States,Illinois,Central,60610,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Fasteners,Office Supplies
4724,341,CA-2014-122336,4/13/2014,4/17/2014,Second Class,JD-15895,OFF-AR-10000122,17.855999999999998,4,0.2,1.116,Jonathan Doherty,Corporate,Philadelphia,United States,Pennsylvania,East,19140,Newell 314,Art,Office Supplies
429,342,CA-2014-122336,4/13/2014,4/17/2014,Second Class,JD-15895,OFF-BI-10003656,509.97,10,0.7,-407.976,Jonathan Doherty,Corporate,Philadelphia,United States,Pennsylvania,East,19140,Fellowes PB200 Plastic Comb Binding Machine,Binders,Office Supplies
4334,343,CA-2014-122336,4/13/2014,4/17/2014,Second Class,JD-15895,OFF-FA-10002780,30.992,13,0.2,10.0724,Jonathan Doherty,Corporate,Philadelphia,United States,Pennsylvania,East,19140,Staples,Fasteners,Office Supplies
4353,344,CA-2014-122336,4/13/2014,4/17/2014,Second Class,JD-15895,TEC-PH-10000702,71.928,12,0.4,8.3916,Jonathan Doherty,Corporate,Philadelphia,United States,Pennsylvania,East,19140,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Phones,Technology
759,345,US-2015-120712,12/20/2015,12/24/2015,Standard Class,CS-12130,OFF-ST-10000107,88.8,4,0.2,-2.22,Chad Sievert,Consumer,Los Angeles,United States,California,West,90004,Fellowes Super Stor/Drawer,Storage,Office Supplies
4583,346,CA-2017-169901,6/15/2017,6/19/2017,Standard Class,CC-12550,TEC-PH-10002293,47.976000000000006,3,0.2,4.7976,Clay Cheatham,Consumer,San Francisco,United States,California,West,94122,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Phones,Technology
5836,347,CA-2017-134306,7/8/2017,7/12/2017,Standard Class,TD-20995,OFF-AR-10004027,7.56,3,0.0,3.0996,Tamara Dahlen,Consumer,Lowell,United States,Massachusetts,East,1852,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Art,Office Supplies
1392,348,CA-2017-134306,7/8/2017,7/12/2017,Standard Class,TD-20995,OFF-PA-10000249,24.56,2,0.0,11.5432,Tamara Dahlen,Consumer,Lowell,United States,Massachusetts,East,1852,Easy-staple paper,Paper,Office Supplies
6040,349,CA-2017-134306,7/8/2017,7/12/2017,Standard Class,TD-20995,OFF-AR-10001374,12.96,2,0.0,4.1472,Tamara Dahlen,Consumer,Lowell,United States,Massachusetts,East,1852,"BIC Brite Liner Highlighters, Chisel Tip",Art,Office Supplies
6681,350,CA-2016-129714,9/1/2016,9/3/2016,First Class,AB-10060,TEC-AC-10000290,6.79,1,0.0,2.3086,Adam Bellavance,Home Office,New York City,United States,New York,East,10009,Sabrent 4-Port USB 2.0 Hub,Accessories,Technology
1650,351,CA-2016-129714,9/1/2016,9/3/2016,First Class,AB-10060,OFF-PA-10001970,24.56,2,0.0,11.5432,Adam Bellavance,Home Office,New York City,United States,New York,East,10009,Xerox 1881,Paper,Office Supplies
3459,352,CA-2016-129714,9/1/2016,9/3/2016,First Class,AB-10060,OFF-BI-10002160,3.048,1,0.2,1.0668,Adam Bellavance,Home Office,New York City,United States,New York,East,10009,Acco Hanging Data Binders,Binders,Office Supplies
1651,353,CA-2016-129714,9/1/2016,9/3/2016,First Class,AB-10060,OFF-PA-10001970,49.12,4,0.0,23.0864,Adam Bellavance,Home Office,New York City,United States,New York,East,10009,Xerox 1881,Paper,Office Supplies
7550,354,CA-2016-129714,9/1/2016,9/3/2016,First Class,AB-10060,OFF-BI-10004995,4355.168,4,0.2,1415.4296,Adam Bellavance,Home Office,New York City,United States,New York,East,10009,GBC DocuBind P400 Electric Binding System,Binders,Office Supplies
4000,355,CA-2016-138520,4/8/2016,4/13/2016,Standard Class,JL-15505,FUR-BO-10002268,388.704,6,0.2,-4.8588,Jeremy Lonsdale,Consumer,New York City,United States,New York,East,10035,Sauder Barrister Bookcases,Bookcases,Furniture
7567,356,CA-2016-138520,4/8/2016,4/13/2016,Standard Class,JL-15505,OFF-EN-10001137,8.26,2,0.0,3.7996,Jeremy Lonsdale,Consumer,New York City,United States,New York,East,10035,"#10 Gummed Flap White Envelopes, 100/Box",Envelopes,Office Supplies
7571,357,CA-2016-138520,4/8/2016,4/13/2016,Standard Class,JL-15505,OFF-AR-10002399,17.04,4,0.0,6.9864,Jeremy Lonsdale,Consumer,New York City,United States,New York,East,10035,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Art,Office Supplies
1427,358,CA-2016-138520,4/8/2016,4/13/2016,Standard Class,JL-15505,OFF-PA-10002713,34.4,5,0.0,15.824000000000002,Jeremy Lonsdale,Consumer,New York City,United States,New York,East,10035,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",Paper,Office Supplies
2407,359,CA-2016-130001,4/23/2016,4/28/2016,Standard Class,HK-14890,OFF-PA-10002666,36.24,5,0.2,11.325,Heather Kirkland,Corporate,Franklin,United States,Tennessee,South,37064,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Paper,Office Supplies
7599,360,CA-2017-155698,3/8/2017,3/11/2017,First Class,VB-21745,OFF-AP-10001124,647.84,8,0.0,168.4384,Victoria Brennan,Corporate,Columbus,United States,Georgia,South,31907,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Appliances,Office Supplies
3993,361,CA-2017-155698,3/8/2017,3/11/2017,First Class,VB-21745,OFF-LA-10001158,20.7,2,0.0,9.936,Victoria Brennan,Corporate,Columbus,United States,Georgia,South,31907,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Labels,Office Supplies
3994,362,CA-2017-144904,9/25/2017,10/1/2017,Standard Class,KW-16435,OFF-LA-10001158,20.7,2,0.0,9.936,Katrina Willman,Consumer,New York City,United States,New York,East,10009,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Labels,Office Supplies
7531,363,CA-2017-144904,9/25/2017,10/1/2017,Standard Class,KW-16435,FUR-CH-10000785,488.646,3,0.1,86.8704,Katrina Willman,Consumer,New York City,United States,New York,East,10009,Global Ergonomic Managers Chair,Chairs,Furniture
3143,364,CA-2017-144904,9/25/2017,10/1/2017,Standard Class,KW-16435,OFF-AR-10003732,5.56,2,0.0,1.4456,Katrina Willman,Consumer,New York City,United States,New York,East,10009,Newell 333,Art,Office Supplies
169,365,CA-2017-144904,9/25/2017,10/1/2017,Standard Class,KW-16435,FUR-FU-10000023,47.12,8,0.0,20.7328,Katrina Willman,Consumer,New York City,United States,New York,East,10009,Eldon Wave Desk Accessories,Furnishings,Furniture
2044,366,CA-2014-123344,9/24/2014,9/29/2014,Standard Class,JD-16060,OFF-ST-10001713,211.96,4,0.0,8.4784,Julia Dunbar,Consumer,San Francisco,United States,California,West,94109,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Storage,Office Supplies
7330,367,CA-2016-155516,10/21/2016,10/21/2016,Same Day,MK-17905,OFF-BI-10002412,23.2,4,0.0,10.44,Michael Kennedy,Corporate,Manchester,United States,Connecticut,East,6040,Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,Binders,Office Supplies
139,368,CA-2016-155516,10/21/2016,10/21/2016,Same Day,MK-17905,OFF-SU-10001225,7.36,2,0.0,0.1472,Michael Kennedy,Corporate,Manchester,United States,Connecticut,East,6040,Staple remover,Supplies,Office Supplies
1053,369,CA-2016-155516,10/21/2016,10/21/2016,Same Day,MK-17905,OFF-ST-10002406,104.79,7,0.0,29.3412,Michael Kennedy,Corporate,Manchester,United States,Connecticut,East,6040,Pizazz Global Quick File,Storage,Office Supplies
1589,370,CA-2016-155516,10/21/2016,10/21/2016,Same Day,MK-17905,FUR-BO-10002545,1043.92,4,0.0,271.4192,Michael Kennedy,Corporate,Manchester,United States,Connecticut,East,6040,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Bookcases,Furniture
4770,371,CA-2017-104745,5/29/2017,6/4/2017,Standard Class,GT-14755,OFF-PA-10002036,25.92,5,0.2,9.396,Guy Thornton,Consumer,Harlingen,United States,Texas,Central,78550,Xerox 1930,Paper,Office Supplies
4176,372,CA-2017-104745,5/29/2017,6/4/2017,Standard Class,GT-14755,OFF-ST-10002205,53.424,3,0.2,4.6746,Guy Thornton,Consumer,Harlingen,United States,Texas,Central,78550,File Shuttle I and Handi-File,Storage,Office Supplies
2676,373,US-2014-119137,7/23/2014,7/27/2014,Standard Class,AG-10900,OFF-BI-10001982,8.16,5,0.7,-5.712000000000001,Arthur Gainer,Consumer,Tucson,United States,Arizona,West,85705,Wilson Jones Custom Binder Spines & Labels,Binders,Office Supplies
421,374,US-2014-119137,7/23/2014,7/27/2014,Standard Class,AG-10900,TEC-AC-10003911,1023.936,8,0.2,179.1888,Arthur Gainer,Consumer,Tucson,United States,Arizona,West,85705,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Accessories,Technology
1041,375,US-2014-119137,7/23/2014,7/27/2014,Standard Class,AG-10900,OFF-AR-10000658,9.24,1,0.2,0.924,Arthur Gainer,Consumer,Tucson,United States,Arizona,West,85705,Newell 324,Art,Office Supplies
4239,376,US-2014-119137,7/23/2014,7/27/2014,Standard Class,AG-10900,TEC-AC-10002076,479.04,10,0.2,-29.94,Arthur Gainer,Consumer,Tucson,United States,Arizona,West,85705,Microsoft Natural Keyboard Elite,Accessories,Technology
7718,377,US-2016-134656,9/28/2016,10/1/2016,First Class,MM-18280,OFF-PA-10003039,99.136,4,0.2,30.98,Muhammed MacIntyre,Corporate,Quincy,United States,Illinois,Central,62301,Xerox 1960,Paper,Office Supplies
7743,378,US-2017-134481,8/27/2017,9/1/2017,Standard Class,AR-10405,FUR-TA-10004915,1488.424,7,0.3,-297.6848,Allen Rosenblatt,Corporate,Franklin,United States,Massachusetts,East,2038,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Tables,Furniture
667,379,CA-2015-130792,4/28/2015,5/5/2015,Standard Class,RA-19915,OFF-AP-10000696,8.652000000000001,3,0.8,-20.3322,Russell Applegate,Consumer,Houston,United States,Texas,Central,77095,Holmes Odor Grabber,Appliances,Office Supplies
3709,380,CA-2015-130792,4/28/2015,5/5/2015,Standard Class,RA-19915,OFF-ST-10003327,23.832,3,0.2,2.6811,Russell Applegate,Consumer,Houston,United States,Texas,Central,77095,Akro-Mils 12-Gallon Tote,Storage,Office Supplies
7443,381,CA-2015-130792,4/28/2015,5/5/2015,Standard Class,RA-19915,OFF-BI-10000309,12.175999999999998,4,0.8,-18.8728,Russell Applegate,Consumer,Houston,United States,Texas,Central,77095,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Binders,Office Supplies
7774,382,CA-2016-134775,10/28/2016,10/29/2016,First Class,AS-10285,OFF-PA-10004734,50.96,7,0.0,25.48,Alejandro Savely,Corporate,San Francisco,United States,California,West,94109,Southworth Structures Collection,Paper,Office Supplies
5909,383,CA-2016-134775,10/28/2016,10/29/2016,First Class,AS-10285,OFF-BI-10002225,49.536,3,0.2,17.3376,Alejandro Savely,Corporate,San Francisco,United States,California,West,94109,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Binders,Office Supplies
7784,384,CA-2015-125395,6/26/2015,6/29/2015,Second Class,LA-16780,TEC-AC-10004708,41.9,2,0.0,8.799,Laura Armstrong,Corporate,Taylor,United States,Michigan,Central,48180,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Accessories,Technology
1353,385,US-2015-168935,11/27/2015,12/2/2015,Standard Class,DO-13435,FUR-TA-10000617,375.4575,3,0.45,-157.0095,Denny Ordway,Consumer,Pembroke Pines,United States,Florida,South,33024,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Tables,Furniture
983,386,US-2015-168935,11/27/2015,12/2/2015,Standard Class,DO-13435,TEC-AC-10002335,83.976,3,0.2,-1.0497,Denny Ordway,Consumer,Pembroke Pines,United States,Florida,South,33024,Logitech Media Keyboard K200,Accessories,Technology
7800,387,CA-2015-122756,12/3/2015,12/7/2015,Standard Class,DK-13225,TEC-MA-10001681,482.34,4,0.7,-337.63800000000003,Dean Katz,Corporate,Philadelphia,United States,Pennsylvania,East,19140,Lexmark MarkNet N8150 Wireless Print Server,Machines,Technology
7802,388,CA-2015-122756,12/3/2015,12/7/2015,Standard Class,DK-13225,FUR-FU-10001935,2.96,1,0.2,0.777,Dean Katz,Corporate,Philadelphia,United States,Pennsylvania,East,19140,3M Hangers With Command Adhesive,Furnishings,Furniture
7838,389,CA-2014-115973,11/24/2014,11/26/2014,First Class,NG-18430,OFF-AR-10004757,2.624,1,0.2,0.4264,Nathan Gelder,Consumer,Cincinnati,United States,Ohio,East,45231,Crayola Colored Pencils,Art,Office Supplies
6162,390,CA-2017-101798,12/11/2017,12/15/2017,Standard Class,MV-18190,OFF-BI-10000050,23.36,4,0.2,7.883999999999999,Mike Vittorini,Consumer,New York City,United States,New York,East,10009,"Angle-D Binders with Locking Rings, Label Holders",Binders,Office Supplies
3189,391,CA-2017-101798,12/11/2017,12/15/2017,Standard Class,MV-18190,TEC-AC-10001998,39.98,2,0.0,13.5932,Mike Vittorini,Consumer,New York City,United States,New York,East,10009,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Accessories,Technology
5345,392,US-2014-135972,9/21/2014,9/23/2014,Second Class,JG-15115,TEC-PH-10003012,246.384,2,0.2,27.7182,Jack Garza,Consumer,Des Moines,United States,Washington,West,98198,Nortel Meridian M3904 Professional Digital phone,Phones,Technology
6069,393,US-2014-135972,9/21/2014,9/23/2014,Second Class,JG-15115,TEC-CO-10002313,1799.97,3,0.0,701.9883,Jack Garza,Consumer,Des Moines,United States,Washington,West,98198,Canon PC1080F Personal Copier,Copiers,Technology
4829,394,US-2014-134971,6/7/2014,6/10/2014,Second Class,BP-11095,OFF-BI-10003982,12.462,3,0.8,-20.5623,Bart Pistole,Corporate,Peoria,United States,Illinois,Central,61604,Wilson Jones Century Plastic Molded Ring Binders,Binders,Office Supplies
2188,395,CA-2017-102946,6/30/2017,7/5/2017,Standard Class,VP-21730,OFF-BI-10004492,75.792,3,0.2,25.5798,Victor Preis,Home Office,Las Vegas,United States,Nevada,West,89115,Tuf-Vin Binders,Binders,Office Supplies
